t # 0
v 0 11
v 1 17
v 2 6
v 3 5
v 4 12
v 5 19
v 6 17
v 7 10
v 8 19
v 9 11
v 1 19
v 2 14
v 3 10
v 4 5
v 5 13
v 6 9
v 7 19
v 8 19
v 9 19
v 10 19
v 11 2
v 12 4
e 0 1 11
e 0 8 16
e 0 9 11
e 0 10 16
e 0 2 19
e 0 7 16
e 1 2 0
e 1 3 12
e 1 7 0
e 1 5 10
e 2 7 1
e 2 12 3
e 2 8 0
e 3 4 4
e 3 6 3
e 4 5 14
e 5 11 11
e 5 7 10
e 5 9 10
e 7 12 8
e 7 9 0
e 8 12 15
e 8 9 0
e 9 12 15
t # 690
v 0 10
v 1 19
v 2 9
v 3 14
v 4 14
v 5 11
v 6 7
v 7 16
v 8 7
v 9 18
v 10 3
v 11 12
e 0 1 12
e 0 2 3
e 0 6 3
e 0 11 1
e 0 8 11
e 0 10 9
e 1 3 1
e 1 4 1
e 1 11 5
e 1 9 16
e 2 8 16
e 2 3 15
e 2 6 17
e 3 5 5
e 3 4 6
e 4 5 5
e 4 7 10
e 4 9 6
e 5 10 6
e 5 8 3
e 5 6 3
e 7 10 12
t # 691
v 0 1
v 1 5
v 2 14
v 3 18
v 4 16
v 5 19
v 6 3
v 7 13
v 8 10
v 9 11
v 10 5
e 0 1 19
e 0 2 9
e 0 6 12
e 0 7 10
e 1 8 4
e 1 7 14
e 1 6 1
e 1 9 12
e 2 3 6
e 2 4 6
e 3 4 11
e 3 5 16
e 4 6 12
e 5 8 12
e 6 7 1
e 6 8 9
e 6 9 6
e 7 10 14
e 8 9 19
e 8 10 4
e 9 10 8
t # 692
v 0 8
v 1 12
v 2 13
v 3 10
v 4 16
v 5 11
v 6 16
v 7 3
v 8 14
v 9 18
v 10 14
v 11 5
v 12 18
v 13 9
e 0 1 14
e 0 2 15
e 0 4 17
e 0 5 9
e 0 6 17
e 0 13 14
e 0 10 9
e 1 3 1
e 1 13 12
e 1 5 18
e 2 7 1
e 2 11 14
e 3 7 9
e 3 13 3
e 3 5 4
e 4 8 10
e 4 12 11
e 4 7 12
e 4 10 6
e 5 11 8
e 6 10 10
e 6 7 12
e 6 8 6
e 6 9 11
e 7 11 1
e 8 9 19
e 8 13 15
e 8 12 19
e 9 10 19
e 10 13 15
e 10 12 19
t # 693
v 0 1
v 1 10
v 2 6
v 3 12
v 4 1
v 5 17
v 6 6
v 7 2
v 8 1
v 9 12
v 10 17
v 11 17
e 0 1 7
e 0 2 11
e 0 7 11
e 1 3 1
e 1 9 1
e 2 3 13
e 2 4 11
e 2 5 4
e 2 9 13
e 2 10 4
e 3 6 13
e 3 11 5
e 3 5 5
e 4 7 11
e 5 6 4
e 6 8 11
e 6 9 12
e 6 10 4
e 7 10 6
e 7 11 9
e 7 8 11
e 10 11 7
t # 694
v 0 8
v 1 12
v 2 6
v 3 11
v 4 17
v 5 2
v 6 17
v 7 2
v 8 0
v 9 2
v 10 19
v 11 14
v 12 0
e 0 1 14
e 0 3 9
e 0 11 9
e 0 10 1
e 1 2 13
e 1 6 5
e 1 10 5
e 2 6 4
e 2 10 14
e 3 4 7
e 3 6 7
e 4 5 6
e 4 7 6
e 4 6 7
e 5 7 3
e 5 8 12
e 5 9 3
e 6 7 9
e 7 8 11
e 7 12 11
e 8 9 12
e 8 11 4
e 8 12 5
e 10 11 1
t # 695
v 0 0
v 1 16
v 2 17
v 3 16
v 4 7
v 5 6
v 6 14
v 7 9
v 8 0
v 9 14
e 0 1 17
e 0 3 17
e 0 6 4
e 0 9 4
e 1 2 5
e 1 4 8
e 2 5 4
e 2 3 5
e 3 4 8
e 3 8 17
e 3 6 6
e 4 7 16
e 4 8 5
e 6 8 4
e 7 9 15
e 8 9 4
t # 696
v 0 13
v 1 19
v 2 2
v 3 7
v 4 7
v 5 10
v 6 4
v 7 3
v 8 3
v 9 8
v 10 19
v 11 14
e 0 1 10
e 0 2 11
e 0 6 14
e 0 9 15
e 0 10 10
e 0 7 1
e 0 4 11
e 0 3 11
e 1 5 12
e 1 9 1
e 1 10 0
e 2 3 3
e 2 4 3
e 3 6 12
e 3 5 11
e 4 5 3
e 5 7 9
e 6 8 16
e 6 10 15
e 6 11 3
e 7 8 13
e 10 11 0
t # 697
v 0 3
v 1 11
v 2 10
v 3 11
v 4 3
v 5 5
v 6 10
v 7 4
v 8 19
v 9 1
v 10 10
v 11 19
v 12 4
e 0 1 6
e 0 3 17
e 0 10 9
e 0 9 12
e 0 12 16
e 1 2 4
e 1 5 12
e 1 10 4
e 1 6 4
e 2 9 7
e 2 8 12
e 3 4 6
e 3 6 4
e 4 7 16
e 4 10 9
e 5 6 4
e 5 10 4
e 5 9 19
e 6 10 3
e 6 11 12
e 6 8 12
e 7 8 15
e 7 11 15
e 8 12 8
e 9 10 7
t # 698
v 0 7
v 1 16
v 2 13
v 3 1
v 4 7
v 5 17
v 6 8
v 7 4
v 8 11
v 9 18
e 0 1 8
e 0 2 11
e 0 3 5
e 0 8 3
e 1 5 5
e 1 9 11
e 1 4 8
e 1 6 17
e 2 4 11
e 2 7 9
e 3 6 0
e 3 4 5
e 4 7 12
e 5 8 7
e 5 6 6
e 7 9 16
t # 699
v 0 1
v 1 2
v 2 0
v 3 0
v 4 5
v 5 1
v 6 2
v 7 9
v 8 7
v 9 1
v 10 1
v 11 17
v 12 14
e 0 1 11
e 0 4 19
e 0 7 2
e 0 8 5
e 0 10 9
e 0 12 9
e 0 9 9
e 1 2 11
e 1 3 11
e 1 5 11
e 2 6 12
e 2 8 5
e 3 6 11
e 3 8 5
e 4 5 19
e 5 10 9
e 5 9 9
e 6 11 6
e 6 8 3
e 6 10 11
e 6 9 11
e 7 10 3
e 8 9 5
e 8 10 5
e 9 12 9
e 10 12 9
t # 700
v 0 4
v 1 18
v 2 14
v 3 0
v 4 18
v 5 19
v 6 8
v 7 2
v 8 11
v 9 4
v 10 19
v 11 18
e 0 1 16
e 0 4 16
e 1 2 19
e 1 6 10
e 1 5 16
e 1 10 16
e 2 3 4
e 2 11 19
e 3 5 16
e 3 7 11
e 3 8 1
e 4 10 11
e 4 11 19
e 4 9 16
e 4 5 16
e 5 6 1
e 5 9 15
e 6 8 9
e 9 11 3
e 9 10 15
e 10 11 16
t # 701
v 0 8
v 1 9
v 2 7
v 3 4
v 4 10
v 5 15
v 6 16
v 7 1
v 8 7
v 9 2
v 10 4
e 0 1 14
e 0 6 17
e 0 5 10
e 0 7 0
e 1 2 5
e 1 7 3
e 1 5 18
e 1 8 17
e 2 3 12
e 2 4 3
e 2 6 8
e 2 9 3
e 2 7 5
e 4 5 14
e 4 8 11
e 7 8 5
e 8 10 12
t # 702
v 0 7
v 1 9
v 2 7
v 3 9
v 4 10
v 5 10
v 6 8
v 7 11
v 8 7
v 9 10
v 10 9
v 11 11
v 12 3
v 13 7
e 0 1 17
e 0 3 16
e 0 5 3
e 0 10 16
e 1 2 16
e 1 6 14
e 1 9 3
e 2 3 17
e 2 10 17
e 2 8 5
e 2 7 3
e 2 11 3
e 3 4 3
e 4 7 4
e 4 5 3
e 4 8 11
e 4 12 9
e 4 9 3
e 5 8 11
e 6 11 9
e 7 9 4
e 8 9 3
e 9 13 11
e 9 12 9
e 9 11 4
e 11 12 9
e 11 13 3
t # 703
v 0 8
v 1 14
v 2 16
v 3 16
v 4 17
v 5 19
v 6 14
v 7 18
v 8 8
v 9 11
v 10 19
v 11 18
v 12 8
e 0 1 9
e 0 9 9
e 0 4 6
e 0 10 1
e 0 8 9
e 0 3 17
e 0 2 17
e 0 12 9
e 1 2 10
e 1 3 6
e 1 5 0
e 1 6 6
e 2 4 5
e 2 11 11
e 2 8 17
e 3 6 10
e 3 12 17
e 4 12 6
e 5 11 16
e 6 7 6
e 6 8 9
e 6 10 0
e 6 11 19
e 7 10 11
e 7 12 10
e 7 11 19
e 8 10 1
e 10 12 1
t # 704
v 0 4
v 1 13
v 2 7
v 3 14
v 4 4
v 5 14
v 6 13
v 7 4
v 8 4
v 9 10
v 10 3
v 11 3
v 12 11
v 13 11
v 14 14
e 0 1 9
e 0 2 12
e 0 3 3
e 0 7 12
e 0 14 3
e 0 8 12
e 1 4 14
e 1 11 1
e 1 8 9
e 1 2 11
e 1 7 9
e 2 9 11
e 2 4 12
e 2 8 12
e 2 6 11
e 3 12 5
e 4 5 3
e 4 6 9
e 4 7 12
e 4 14 3
e 5 7 3
e 5 8 6
e 5 13 5
e 7 10 19
e 7 14 3
e 8 14 3
e 8 10 16
e 9 11 9
e 10 13 17
e 10 11 13
e 11 12 9
e 12 14 5
e 12 13 7
t # 705
v 0 5
v 1 10
v 2 12
v 3 1
v 4 11
v 5 11
v 6 17
v 7 0
v 8 11
v 9 3
v 10 5
v 11 6
e 0 1 4
e 0 9 1
e 0 5 12
e 0 3 19
e 0 8 12
e 1 2 1
e 1 3 7
e 1 4 4
e 1 5 19
e 1 10 4
e 2 6 4
e 2 5 18
e 2 4 18
e 3 10 19
e 3 11 11
e 4 10 12
e 4 5 7
e 5 7 1
e 5 8 7
e 6 11 4
e 6 8 7
e 7 8 1
e 8 10 12
e 8 9 6
e 9 10 1
t # 706
v 0 14
v 1 19
v 2 19
v 3 4
v 4 0
v 5 16
v 6 0
v 7 16
v 8 17
v 9 3
v 10 14
v 11 3
v 12 19
e 0 1 0
e 0 2 1
e 0 5 6
e 0 7 6
e 0 4 4
e 1 10 0
e 1 4 16
e 2 3 15
e 2 4 16
e 2 12 0
e 2 10 0
e 3 11 19
e 3 12 15
e 3 9 16
e 4 10 4
e 4 6 5
e 5 6 17
e 5 8 5
e 5 9 12
e 5 11 12
e 6 10 4
e 7 9 12
e 7 10 6
e 7 8 5
t # 707
v 0 3
v 1 17
v 2 10
v 3 4
v 4 4
v 5 1
v 6 8
v 7 6
v 8 14
v 9 14
v 10 12
v 11 12
e 0 1 13
e 0 2 9
e 0 3 19
e 0 4 19
e 0 5 12
e 1 7 4
e 1 6 6
e 1 10 5
e 2 5 7
e 3 8 6
e 3 10 4
e 3 11 4
e 4 9 3
e 4 10 4
e 5 6 0
e 5 7 11
e 5 9 9
e 6 9 9
e 6 10 14
e 7 10 13
e 7 11 12
t # 708
v 0 4
v 1 13
v 2 18
v 3 5
v 4 19
v 5 16
v 6 16
v 7 8
v 8 8
v 9 14
v 10 1
v 11 9
v 12 12
e 0 1 14
e 0 2 16
e 0 12 4
e 0 4 15
e 1 3 14
e 1 4 10
e 2 4 16
e 2 5 11
e 2 6 11
e 2 8 10
e 2 7 10
e 3 10 19
e 4 8 1
e 5 7 17
e 5 9 6
e 5 8 17
e 6 9 6
e 6 7 17
e 6 8 17
e 7 11 14
e 7 9 9
e 7 10 0
e 8 10 0
e 10 12 14
e 10 11 2
t # 709
v 0 8
v 1 19
v 2 11
v 3 13
v 4 19
v 5 13
v 6 1
v 7 18
v 8 11
v 9 10
v 10 4
v 11 19
v 12 19
e 0 1 1
e 0 2 9
e 0 5 15
e 0 6 0
e 0 8 9
e 0 12 1
e 0 3 15
e 0 11 1
e 0 4 1
e 1 3 10
e 1 9 12
e 1 5 10
e 1 4 0
e 2 9 4
e 2 8 7
e 3 4 10
e 3 12 10
e 3 11 10
e 4 7 16
e 4 5 10
e 4 12 0
e 5 12 10
e 5 11 10
e 7 10 3
e 9 11 12
t # 710
v 0 7
v 1 9
v 2 15
v 3 10
v 4 3
v 5 10
v 6 5
v 7 7
v 8 10
v 9 16
v 10 11
v 11 7
e 0 1 17
e 0 5 11
e 0 8 11
e 0 10 3
e 0 3 11
e 1 2 18
e 1 7 17
e 1 3 3
e 2 3 14
e 2 5 14
e 3 4 9
e 3 10 4
e 3 6 4
e 3 11 11
e 3 7 11
e 4 6 1
e 4 8 9
e 5 7 11
e 5 10 4
e 6 8 4
e 7 9 8
e 9 11 8
t # 711
v 0 6
v 1 12
v 2 12
v 3 8
v 4 12
v 5 12
v 6 8
v 7 1
v 8 4
v 9 8
v 10 12
v 11 18
e 0 1 12
e 0 2 13
e 0 5 12
e 0 4 13
e 0 7 11
e 1 3 14
e 1 6 14
e 2 8 4
e 2 4 18
e 3 4 14
e 3 7 0
e 3 5 14
e 3 10 14
e 3 6 9
e 4 9 14
e 4 7 14
e 5 6 14
e 7 9 0
e 8 11 16
e 8 10 4
e 9 10 14
t # 712
v 0 5
v 1 11
v 2 3
v 3 13
v 4 11
v 5 7
v 6 0
v 7 5
v 8 4
v 9 11
v 10 5
v 11 14
e 0 1 12
e 0 3 14
e 0 10 14
e 0 9 12
e 1 2 9
e 1 5 3
e 1 7 12
e 1 10 12
e 2 4 9
e 2 9 9
e 2 3 1
e 2 8 16
e 3 10 14
e 3 7 14
e 4 6 1
e 4 11 5
e 4 7 12
e 4 10 12
e 5 8 12
e 6 9 1
e 9 11 5
e 9 10 12
t # 713
v 0 7
v 1 16
v 2 14
v 3 14
v 4 4
v 5 7
v 6 1
v 7 16
v 8 4
v 9 4
e 0 1 8
e 0 6 5
e 0 5 5
e 1 2 6
e 1 3 10
e 1 5 8
e 2 4 6
e 2 7 6
e 2 8 3
e 2 9 6
e 2 3 6
e 3 8 3
e 3 9 3
e 4 9 12
e 4 5 12
e 4 8 12
t # 714
v 0 0
v 1 16
v 2 14
v 3 7
v 4 16
v 5 10
v 6 4
v 7 8
v 8 14
v 9 13
v 10 3
e 0 1 17
e 0 3 5
e 1 2 10
e 1 3 8
e 1 7 17
e 1 8 6
e 2 7 9
e 2 4 6
e 2 8 6
e 3 4 8
e 3 5 11
e 3 6 12
e 3 9 11
e 4 10 12
e 5 10 9
e 6 8 3
e 6 10 16
e 7 8 9
e 9 10 1
t # 715
v 0 8
v 1 15
v 2 12
v 3 9
v 4 10
v 5 8
v 6 10
v 7 11
v 8 12
v 9 9
v 10 10
e 0 1 10
e 0 2 14
e 0 3 14
e 1 3 18
e 1 5 10
e 2 4 1
e 2 5 14
e 2 7 18
e 2 8 18
e 2 3 12
e 2 10 1
e 3 6 3
e 4 8 1
e 5 9 14
e 5 8 14
e 6 8 1
e 7 10 4
e 7 8 18
e 8 10 1
t # 716
v 0 6
v 1 12
v 2 9
v 3 17
v 4 12
v 5 7
v 6 11
v 7 1
v 8 3
v 9 1
v 10 6
v 11 17
v 12 19
v 13 12
e 0 1 12
e 0 3 4
e 0 4 13
e 0 9 11
e 0 13 13
e 0 7 11
e 1 2 12
e 1 11 5
e 1 10 13
e 1 9 14
e 1 7 14
e 1 4 18
e 2 5 5
e 2 4 12
e 3 8 13
e 3 6 7
e 3 11 7
e 3 13 5
e 4 6 18
e 4 7 14
e 4 10 13
e 4 11 5
e 4 13 18
e 5 9 5
e 6 13 18
e 8 11 13
e 9 13 14
e 10 12 14
e 11 13 5
t # 717
v 0 7
v 1 9
v 2 1
v 3 2
v 4 5
v 5 2
v 6 17
v 7 11
v 8 1
v 9 12
v 10 7
v 11 11
v 12 2
e 0 1 16
e 0 5 3
e 0 12 3
e 0 2 5
e 0 7 3
e 1 2 3
e 1 9 12
e 2 3 11
e 2 4 19
e 2 12 11
e 2 9 14
e 2 5 11
e 3 6 9
e 3 8 11
e 3 10 3
e 3 5 3
e 4 7 8
e 4 11 8
e 5 12 3
e 6 12 9
e 6 7 7
e 7 10 3
e 7 9 18
e 8 9 14
t # 718
v 0 18
v 1 19
v 2 14
v 3 16
v 4 16
v 5 7
v 6 11
v 7 12
v 8 5
v 9 8
v 10 4
v 11 1
e 0 1 11
e 0 3 11
e 0 4 11
e 0 2 19
e 0 9 10
e 1 2 1
e 1 7 5
e 1 10 8
e 2 3 6
e 2 11 9
e 3 5 8
e 3 4 6
e 4 5 8
e 5 6 3
e 5 11 5
e 6 8 8
e 6 9 9
e 6 7 18
e 7 11 14
e 7 10 4
e 9 11 0
t # 719
v 0 5
v 1 13
v 2 4
v 3 8
v 4 18
v 5 12
v 6 14
v 7 16
v 8 8
v 9 8
v 10 16
v 11 18
v 12 4
v 13 5
e 0 1 14
e 1 2 14
e 1 3 15
e 1 13 14
e 1 12 9
e 1 8 15
e 2 4 16
e 2 6 3
e 3 5 14
e 3 6 9
e 3 11 10
e 3 10 17
e 3 9 9
e 4 7 11
e 4 8 10
e 4 9 10
e 4 12 3
e 4 11 19
e 4 6 19
e 5 12 4
e 5 8 14
e 6 10 10
e 6 8 9
e 7 9 17
e 7 11 11
e 8 9 9
e 8 11 10
e 8 10 17
e 9 11 10
e 9 10 17
t # 720
v 0 4
v 1 18
v 2 14
v 3 12
v 4 17
v 5 18
v 6 4
v 7 14
v 8 15
v 9 14
v 10 16
v 11 4
e 0 1 3
e 0 2 6
e 0 3 4
e 0 5 3
e 1 9 6
e 1 10 11
e 2 5 19
e 2 11 3
e 3 4 5
e 4 8 18
e 4 10 5
e 5 6 3
e 5 7 6
e 5 9 19
e 6 7 3
e 6 11 12
e 7 11 6
e 7 9 6
e 7 10 6
e 9 11 3
t # 721
v 0 11
v 1 14
v 2 16
v 3 8
v 4 17
v 5 3
v 6 8
v 7 12
v 8 12
v 9 10
v 10 15
v 11 7
e 0 1 5
e 0 7 18
e 0 11 3
e 0 8 18
e 1 2 6
e 1 6 9
e 2 3 17
e 2 5 12
e 3 4 6
e 3 8 14
e 3 6 9
e 3 7 14
e 4 5 13
e 4 8 5
e 5 9 9
e 6 10 10
e 6 7 14
e 7 9 1
e 8 9 1
e 9 11 11
e 9 10 14
t # 722
v 0 6
v 1 12
v 2 9
v 3 7
v 4 1
v 5 4
v 6 9
v 7 11
v 8 7
v 9 17
v 10 7
e 0 1 13
e 0 4 11
e 1 2 12
e 1 5 4
e 1 7 18
e 1 4 14
e 2 3 5
e 2 8 5
e 2 4 2
e 3 6 17
e 4 6 2
e 4 10 5
e 4 8 5
e 5 10 12
e 6 10 10
e 7 9 7
e 7 8 3
e 7 10 3
t # 723
v 0 0
v 1 2
v 2 7
v 3 7
v 4 2
v 5 11
v 6 9
v 7 0
v 8 0
v 9 7
v 10 13
e 0 1 11
e 0 3 5
e 0 4 11
e 0 5 1
e 0 8 5
e 1 2 3
e 2 6 5
e 2 8 5
e 2 4 3
e 3 10 11
e 3 5 3
e 4 7 11
e 4 8 11
e 5 7 1
e 5 9 3
e 6 9 16
e 7 8 5
e 8 9 5
t # 724
v 0 5
v 1 13
v 2 19
v 3 4
v 4 13
v 5 19
v 6 4
v 7 1
v 8 4
e 0 1 14
e 0 4 14
e 0 7 19
e 1 2 10
e 1 3 9
e 2 5 0
e 2 4 10
e 3 5 15
e 4 6 14
e 4 8 9
e 4 7 10
t # 725
v 0 3
v 1 17
v 2 5
v 3 6
v 4 15
v 5 11
v 6 2
v 7 11
v 8 8
v 9 12
v 10 17
v 11 15
v 12 0
v 13 8
e 0 1 13
e 0 2 1
e 0 5 17
e 0 7 17
e 0 10 13
e 1 3 4
e 1 4 2
e 1 10 7
e 1 6 9
e 1 13 6
e 1 5 7
e 2 5 12
e 2 7 12
e 3 9 13
e 3 10 4
e 4 6 9
e 4 8 10
e 4 13 10
e 5 9 18
e 5 10 7
e 6 12 11
e 6 10 9
e 7 8 9
e 7 12 1
e 8 11 10
e 8 9 14
e 8 10 6
e 8 13 9
e 10 11 18
t # 726
v 0 5
v 1 11
v 2 7
v 3 5
v 4 1
v 5 9
v 6 3
v 7 3
v 8 12
v 9 17
v 10 1
v 11 10
e 0 1 12
e 0 4 19
e 0 10 19
e 0 3 14
e 1 2 3
e 1 3 8
e 1 8 18
e 1 11 4
e 2 5 16
e 2 11 3
e 2 10 5
e 3 6 1
e 3 7 1
e 3 11 4
e 4 5 2
e 4 10 9
e 5 8 12
e 5 11 3
e 6 10 12
e 8 9 5
e 10 11 7
t # 727
v 0 5
v 1 11
v 2 1
v 3 6
v 4 10
v 5 3
v 6 2
v 7 17
v 8 0
v 9 19
v 10 1
v 11 1
e 0 1 8
e 0 2 19
e 0 10 19
e 0 4 4
e 0 5 1
e 1 4 4
e 1 5 6
e 1 8 1
e 2 3 11
e 2 6 11
e 2 11 9
e 2 5 12
e 3 7 4
e 3 9 14
e 3 11 11
e 4 9 12
e 4 5 9
e 5 11 12
e 6 10 11
e 6 7 9
e 6 11 11
e 8 9 16
t # 728
v 0 1
v 1 5
v 2 9
v 3 1
v 4 14
v 5 11
v 6 11
v 7 18
v 8 12
v 9 3
v 10 4
e 0 1 19
e 0 2 2
e 0 4 9
e 0 9 12
e 1 5 12
e 1 6 8
e 1 9 1
e 2 3 3
e 2 8 12
e 2 4 15
e 3 8 14
e 4 7 19
e 4 10 3
e 5 9 9
e 5 8 18
e 6 9 6
e 7 10 16
e 8 10 4
t # 729
v 0 0
v 1 2
v 2 15
v 3 16
v 4 9
v 5 14
v 6 2
v 7 19
v 8 17
v 9 6
v 10 12
v 11 17
v 12 17
e 0 1 12
e 0 3 17
e 0 7 16
e 0 5 4
e 1 2 3
e 1 11 9
e 1 6 3
e 2 4 18
e 2 6 3
e 2 11 18
e 2 8 18
e 3 12 5
e 3 11 5
e 4 5 15
e 4 10 12
e 6 8 9
e 7 10 5
e 8 9 4
e 8 12 7
e 8 11 7
e 8 10 5
e 9 11 4
e 9 10 13
e 10 11 5
e 10 12 5
t # 730
v 0 4
v 1 18
v 2 14
v 3 4
v 4 14
v 5 14
v 6 14
v 7 18
v 8 11
v 9 8
v 10 18
v 11 9
v 12 4
e 0 1 3
e 0 6 3
e 1 2 19
e 1 9 10
e 1 12 16
e 1 3 16
e 2 3 6
e 2 7 19
e 2 11 15
e 2 9 9
e 2 8 5
e 3 4 6
e 3 5 6
e 3 10 16
e 3 12 12
e 4 6 6
e 4 7 19
e 4 10 19
e 4 11 15
e 5 10 6
e 5 11 15
e 6 8 5
e 6 12 3
e 6 10 19
e 6 9 9
e 9 10 10
e 10 12 16
t # 731
v 0 10
v 1 11
v 2 12
v 3 12
v 4 8
v 5 8
v 6 17
v 7 10
v 8 19
v 9 12
e 0 1 4
e 1 2 18
e 1 3 18
e 1 5 9
e 2 6 5
e 2 7 1
e 2 9 18
e 3 4 14
e 3 8 5
e 4 5 9
e 5 8 1
e 6 9 4
e 7 9 1
e 8 9 5
t # 732
v 0 10
v 1 11
v 2 3
v 3 13
v 4 5
v 5 5
v 6 12
v 7 10
v 8 12
v 9 11
e 0 1 19
e 0 5 4
e 1 2 9
e 1 4 8
e 1 6 18
e 1 7 4
e 1 8 18
e 1 9 7
e 2 3 1
e 2 5 1
e 2 9 6
e 3 4 14
e 5 9 12
e 6 9 18
e 7 8 1
t # 733
v 0 4
v 1 18
v 2 16
v 3 19
v 4 4
v 5 8
v 6 16
v 7 18
v 8 14
v 9 4
v 10 19
v 11 14
e 0 1 3
e 0 9 12
e 0 10 15
e 1 2 11
e 1 3 16
e 1 4 3
e 1 5 10
e 1 6 11
e 1 8 19
e 2 11 6
e 3 9 8
e 3 11 1
e 3 7 16
e 4 8 3
e 5 10 1
e 6 7 11
e 6 11 6
e 6 8 6
e 7 11 19
e 8 10 0
e 8 9 3
e 8 11 6
e 9 11 3
t # 734
v 0 4
v 1 7
v 2 10
v 3 13
v 4 7
v 5 10
v 6 4
v 7 12
v 8 15
v 9 8
v 10 14
e 0 1 12
e 0 3 9
e 0 4 12
e 0 7 4
e 1 2 11
e 1 6 12
e 1 4 5
e 2 4 3
e 2 7 1
e 2 8 14
e 3 9 15
e 4 5 11
e 5 8 14
e 5 7 1
e 6 10 3
e 6 7 4
e 7 9 14
e 8 9 10
t # 735
v 0 18
v 1 19
v 2 19
v 3 8
v 4 12
v 5 17
v 6 0
v 7 8
v 8 11
v 9 1
e 0 1 16
e 0 2 11
e 0 3 10
e 1 4 5
e 1 6 16
e 1 7 1
e 1 2 0
e 1 3 1
e 2 7 1
e 2 6 16
e 3 8 9
e 3 7 9
e 3 5 6
e 4 5 5
e 4 9 14
e 4 8 18
e 7 9 0
t # 736
v 0 3
v 1 10
v 2 16
v 3 1
v 4 10
v 5 17
v 6 8
v 7 15
v 8 5
v 9 3
v 10 17
v 11 3
e 0 1 9
e 0 2 12
e 0 5 13
e 0 8 1
e 0 10 13
e 0 4 9
e 0 9 13
e 0 11 13
e 1 3 7
e 1 7 14
e 1 8 4
e 1 4 3
e 2 6 17
e 2 10 5
e 3 4 7
e 3 8 19
e 4 9 9
e 4 11 9
e 5 11 13
e 6 10 6
e 7 10 18
e 9 11 13
t # 737
v 0 1
v 1 5
v 2 10
v 3 3
v 4 11
v 5 11
v 6 7
v 7 11
v 8 5
v 9 5
v 10 10
v 11 9
e 0 1 19
e 0 2 7
e 0 10 7
e 0 6 5
e 0 9 19
e 0 8 19
e 2 3 9
e 2 4 4
e 2 6 3
e 2 7 4
e 2 9 4
e 2 11 3
e 3 5 17
e 3 7 6
e 4 8 12
e 4 9 12
e 5 6 3
e 6 11 10
e 7 9 8
e 7 10 4
e 9 10 4
t # 738
v 0 4
v 1 19
v 2 14
v 3 19
v 4 0
v 5 11
v 6 13
v 7 14
v 8 10
e 0 1 15
e 0 6 9
e 0 7 6
e 1 2 1
e 1 8 12
e 1 4 16
e 2 3 0
e 2 4 4
e 2 5 5
e 3 4 16
e 4 5 1
e 4 7 4
e 5 7 5
t # 739
v 0 7
v 1 9
v 2 13
v 3 9
v 4 4
v 5 4
v 6 10
v 7 13
v 8 11
v 9 19
v 10 3
e 0 1 16
e 0 2 11
e 0 3 5
e 0 5 12
e 0 8 3
e 1 3 3
e 1 6 3
e 2 4 9
e 2 7 14
e 3 6 3
e 4 9 15
e 4 7 9
e 4 5 12
e 5 7 9
e 6 9 12
e 7 10 1
e 7 9 10
t # 740
v 0 3
v 1 5
v 2 17
v 3 6
v 4 2
v 5 12
v 6 1
v 7 9
v 8 3
v 9 12
v 10 13
v 11 6
v 12 4
e 0 1 1
e 0 2 13
e 0 6 12
e 0 10 1
e 1 8 1
e 1 6 19
e 2 3 4
e 2 4 6
e 2 5 4
e 2 8 13
e 2 9 5
e 3 9 13
e 3 6 11
e 3 11 14
e 3 5 13
e 4 10 11
e 4 6 11
e 5 11 13
e 5 12 4
e 6 7 3
e 6 9 14
e 6 11 11
e 7 9 12
e 8 10 1
e 8 12 19
e 9 11 13
e 9 12 4
t # 741
v 0 2
v 1 17
v 2 3
v 3 5
v 4 1
v 5 17
v 6 17
v 7 8
v 8 5
v 9 2
v 10 13
v 11 17
e 0 1 9
e 0 4 11
e 0 5 9
e 0 6 9
e 0 10 11
e 0 9 3
e 1 2 13
e 1 7 6
e 2 3 1
e 2 10 1
e 2 5 13
e 2 11 13
e 2 6 13
e 3 10 14
e 4 8 19
e 6 7 6
e 6 9 9
e 6 11 7
e 7 11 6
e 8 10 14
e 9 11 9
t # 742
v 0 4
v 1 19
v 2 6
v 3 14
v 4 19
v 5 14
v 6 17
v 7 0
v 8 17
v 9 12
v 10 15
e 0 1 8
e 0 4 15
e 0 9 4
e 1 2 14
e 1 3 0
e 1 5 1
e 1 9 5
e 1 7 16
e 2 6 4
e 2 8 4
e 2 4 14
e 2 9 13
e 3 4 0
e 4 9 5
e 4 7 16
e 5 7 4
e 6 10 2
t # 743
v 0 6
v 1 19
v 2 14
v 3 11
v 4 9
v 5 19
v 6 7
v 7 1
v 8 14
v 9 16
v 10 0
v 11 18
v 12 8
e 0 1 14
e 0 5 14
e 0 7 11
e 1 2 0
e 2 3 5
e 2 4 15
e 2 9 6
e 2 10 4
e 2 11 19
e 2 5 0
e 2 12 9
e 3 10 1
e 3 6 3
e 4 6 5
e 4 8 15
e 5 11 11
e 5 10 16
e 5 8 0
e 5 12 1
e 6 7 5
e 6 9 8
e 6 10 5
e 7 8 9
e 8 12 9
e 8 9 6
e 9 12 17
e 11 12 10
t # 744
v 0 3
v 1 10
v 2 17
v 3 17
v 4 1
v 5 8
v 6 1
v 7 6
v 8 13
v 9 19
v 10 7
e 0 1 9
e 0 2 13
e 0 3 13
e 0 8 1
e 0 6 12
e 0 4 12
